impact_id,asset_id,business_unit_id,revenue_per_hour,downtime_cost_per_hour,customer_impact_cost,data_record_cost,regulatory_penalty_estimate,legal_cost_estimate,recovery_cost_estimate,reputation_impact_cost,productivity_loss_per_hour,maximum_tolerable_loss,estimated_total_impact
IMP-007232,AST-07232,BU-0006,29932,52234,11251,6781,75730,51384,562452,2839210,12464,1977307,4793643
IMP-007233,AST-07233,BU-0039,802407,1302054,234496,5208,4211750,1719829,13894256,136641763,280221,42389155,187951390
IMP-007234,AST-07234,BU-0079,631781,809634,130977,16540,7776129,4665894,11144927,116084665,352842,112201628,159233808
IMP-007235,AST-07235,BU-0002,801635,1396655,23428,3150,104020,42569,26442517,111994126,545404,54210160,172126380
IMP-007236,AST-07236,BU-0039,717045,1384095,478858,9146,1987364,752576,14148450,25133639,529722,82058421,75719167
IMP-007237,AST-07237,BU-0147,3648,6076,863,20875,16581,5500,35178,109646,1651,274835,313592
IMP-007238,AST-07238,BU-0104,704708,1187243,106388,10257,754239,334413,9969237,33248311,305958,188390069,72906420
IMP-007239,AST-07239,BU-0113,129530,174316,22521,16599,416491,242641,3051378,21591838,103015,10032584,29508453
IMP-007240,AST-07240,BU-0001,528290,775599,152990,18320,807936,564431,7420387,58865564,375554,97048224,86425684
IMP-007241,AST-07241,BU-0152,9,13,2,13704,11257,7563,232,46729,6,274335,66095
IMP-007242,AST-07242,BU-0078,131621,235438,49825,22077,19216585,6628079,3667169,10207443,101343,182160710,45419613
IMP-007243,AST-07243,BU-0124,10004,18133,4246,7063,15559,7967,157484,896059,6841,1794768,1516507
IMP-007244,AST-07244,BU-0124,1543,2000,41,23438,90521,37072,10323,405385,522,1046185,591342
IMP-007245,AST-07245,BU-0016,59204,76775,31807,8316,1102667,473225,678407,1670345,30256,8841169,5799051
IMP-007246,AST-07246,BU-0130,1102,1728,380,19050,1343263,745068,9956,6025006,656,10651717,8165145
IMP-007247,AST-07247,BU-0139,294606,454861,36234,20098,4336401,1890701,8912139,61614442,187418,103398822,87706581
IMP-007248,AST-07248,BU-0076,263242,355860,78012,22156,13837380,10336463,4100567,34898168,167301,115181823,71791230
IMP-007249,AST-07249,BU-0109,1957523,2944705,675883,24630,17223938,12118983,58109871,36900964,694809,201030284,195702559
IMP-007250,AST-07250,BU-0099,32,54,0,5274,61881,31346,431,14903,13,412036,109857
IMP-007251,AST-07251,BU-0002,488866,929821,161423,15822,8132637,3476866,10032801,49210697,186618,113684182,93330128
IMP-007252,AST-07252,BU-0132,10908,20548,157,15421,2719341,1872283,141044,2040880,6445,34072701,7266857
IMP-007253,AST-07253,BU-0034,122514,213736,1692,6816,94314,62260,3774184,2708763,84843,6362976,11770877
IMP-007254,AST-07254,BU-0127,30637,50487,8752,6435,935328,604743,624261,743780,24019,4850953,4128552
IMP-007255,AST-07255,BU-0127,62976,122107,43957,6531,0,0,1575094,1982999,40228,5669497,6532618
IMP-007256,AST-07256,BU-0111,371521,525514,273279,19407,2186805,800934,4147045,37161078,183756,23873415,57181477
IMP-007257,AST-07257,BU-0128,57019,105981,9172,3146,484730,152903,1911109,889325,32116,7142688,5990783
IMP-007258,AST-07258,BU-0137,1313784,1617000,32263,11266,3378928,1640934,30321211,82480791,598305,99335837,156662127
IMP-007259,AST-07259,BU-0099,3502,5741,779,12863,18675,7337,55485,110510,1578,227078,330570
IMP-007260,AST-07260,BU-0042,47120,63109,12247,24050,2794465,1591343,1025002,2383225,27608,138829854,9320898
IMP-007261,AST-07261,BU-0042,829723,1508435,151514,19047,10662671,5667082,30064124,43947613,262582,116668977,126695444
IMP-007262,AST-07262,BU-0058,84848,112144,19888,21769,530236,339978,1661269,6653148,36389,3102044,11895975
IMP-007263,AST-07263,BU-0072,77486,95405,8777,18998,1904448,1001102,1067586,6536424,43017,16530751,12808057
IMP-007264,AST-07264,BU-0076,36327,59526,2796,22205,861779,479031,712706,4399013,24740,203728474,7883949
IMP-007265,AST-07265,BU-0108,511259,760712,12174,12360,13372137,4168414,11979099,74832967,388456,178734029,122621879
IMP-007266,AST-07266,BU-0116,5053,8311,2399,4031,1882851,831614,94868,1466437,3387,61926160,4477633
IMP-007267,AST-07267,BU-0087,1890,3568,314,22100,114460,47906,68359,451917,1129,202648,768588
IMP-007268,AST-07268,BU-0034,2608,3141,785,16519,1477061,906316,20330,618381,1048,17081674,3098257
IMP-007269,AST-07269,BU-0047,20497,32113,544,4013,2877,1654,609024,1870327,12389,1838278,3255138
IMP-007270,AST-07270,BU-0066,100617,137568,28791,10013,525067,384648,2217833,10504679,32954,9014808,16962650
IMP-007271,AST-07271,BU-0018,14577,17982,6291,11300,170406,79998,359179,1192615,8693,6901687,2240057
IMP-007272,AST-07272,BU-0001,801635,1580250,232728,5932,6678696,3316009,17087990,42924725,244115,55394182,108166148
IMP-007273,AST-07273,BU-0021,75104,114794,34955,14826,1058769,700026,1185206,5126188,53570,12639247,10860200
IMP-007274,AST-07274,BU-0084,18,26,1,5167,68224,34004,336,28548,11,260321,131737
IMP-007275,AST-07275,BU-0085,4572,7004,1227,11304,130524,83031,125271,103112,3035,270210,611261
IMP-007276,AST-07276,BU-0109,1243603,2003630,144818,3604,9685529,5708038,22665593,118764519,824560,143701677,205055617
IMP-007277,AST-07277,BU-0067,51038,62179,18272,8492,1346237,568744,1069257,12219752,40186,8130785,16714558
IMP-007278,AST-07278,BU-0054,58800,109915,4861,10135,696816,264403,2027567,11044874,36086,11866861,16676481
IMP-007279,AST-07279,BU-0061,109134,193460,2445,20459,69086,28222,1347113,9132474,71173,7952935,15222380
IMP-007280,AST-07280,BU-0128,46466,81026,8935,6890,229183,174084,1182333,3329550,22383,5452204,6868709
IMP-007281,AST-07281,BU-0122,8810,15861,2165,4573,8353,3079,301286,617782,3720,1126501,1313329
IMP-007282,AST-07282,BU-0134,294188,397839,107412,16333,2107079,763497,7345585,14530469,184372,30766322,34402178
IMP-007283,AST-07283,BU-0119,9188,14378,1872,18783,5367723,1757043,149436,2557228,6573,55191334,10178374
IMP-007284,AST-07284,BU-0105,718526,991159,420557,23659,24774052,15022462,15247652,12561893,518927,180687566,91814432
IMP-007285,AST-07285,BU-0042,3073,5158,758,8140,4844763,2365164,28646,5832895,1050,33574109,13196018
IMP-007286,AST-07286,BU-0019,88414,110937,8803,3613,151795,104757,1380986,4708233,34724,12648034,9017062
IMP-007287,AST-07287,BU-0126,21446,41519,3060,6629,400065,140323,738388,4248218,14321,5328447,6526510
IMP-007288,AST-07288,BU-0014,41837,74368,3799,8170,607100,249782,1386592,1074392,13828,9376439,5106497
IMP-007289,AST-07289,BU-0100,226,389,48,8759,19691,11331,5181,36143,106,267256,81730
IMP-007290,AST-07290,BU-0020,86512,151027,46326,15622,697874,542994,2232899,2442922,53333,5896279,9587663
IMP-007291,AST-07291,BU-0127,19403,31002,891,9605,213866,100470,285884,1398163,6853,2379102,2743322
IMP-007292,AST-07292,BU-0146,9862,17637,2829,17194,19003713,9043272,151482,1098214,6175,65798673,29722798
IMP-007293,AST-07293,BU-0113,8133,11790,3919,23231,6466182,3798491,145772,874708,5461,23342866,11572032
IMP-007294,AST-07294,BU-0133,330548,559894,93586,15793,2010096,830282,7408990,37209370,170989,30026480,60989780
IMP-007295,AST-07295,BU-0101,68,123,9,13496,3029,1207,1616,16470,31,461395,25283
IMP-007296,AST-07296,BU-0141,33284,42104,7645,9483,7142192,5122020,526299,8687324,25328,54852443,22495976
IMP-007297,AST-07297,BU-0060,110671,204814,23071,12894,655286,266613,2390804,10614333,65537,10344421,18865643
IMP-007298,AST-07298,BU-0143,1232740,2064579,307615,18969,6048298,2125993,18936621,21866086,879016,77186881,98834509
IMP-007299,AST-07299,BU-0086,4267,7563,838,19876,15623,10539,69644,198203,3222,202202,476359
IMP-007300,AST-07300,BU-0061,96837,188818,8461,6877,201300,119283,3588570,11525698,71831,7563100,19974944
IMP-007301,AST-07301,BU-0081,26851,49919,1621,7869,22048281,8108624,630761,6736490,19378,176428971,38723833
IMP-007302,AST-07302,BU-0149,1934,3171,402,8076,8686,6863,18660,81182,845,267147,191897
IMP-007303,AST-07303,BU-0080,12636,19586,2279,11495,30694980,11915619,279044,7052139,7662,202146032,50414125
IMP-007304,AST-07304,BU-0057,76548,149300,2704,24305,248501,152697,1119455,1811023,46839,3291198,6917580
IMP-007305,AST-07305,BU-0110,806039,1355004,197134,19917,11344315,7096384,8233270,70831298,414620,121148798,130222497
IMP-007306,AST-07306,BU-0028,29216,47030,4942,6006,83619,55959,649481,3059319,14228,5207075,4982040
IMP-007307,AST-07307,BU-0143,1294377,1621247,30298,10015,11360660,5277613,9584697,37166161,1029225,104294508,102329357
IMP-007308,AST-07308,BU-0114,265085,528453,121022,15699,4193588,2565665,5892906,6443591,89120,41735556,31899644
IMP-007309,AST-07309,BU-0147,3868,5283,1107,6656,45971,35685,92103,244732,2376,249620,546390
IMP-007310,AST-07310,BU-0130,254522,427255,37589,23839,3001387,1260307,3047146,22600173,169763,46669608,40200722
IMP-007311,AST-07311,BU-0050,82,142,17,23408,6958,4313,725,99301,33,953562,114722
IMP-007312,AST-07312,BU-0124,448,652,157,9363,48929,28611,7473,290630,289,1067546,391448
IMP-007313,AST-07313,BU-0143,850590,1340326,552516,18020,9096374,4301008,7574250,48770255,633336,43360898,102462227
IMP-007314,AST-07314,BU-0051,106769,135714,13614,6911,1300617,999401,2218654,8134636,74708,3089736,15924058
IMP-007315,AST-07315,BU-0112,256048,312024,3664,24202,829099,473103,5169160,20382863,200643,32397204,34346465
IMP-007316,AST-07316,BU-0076,200064,349833,7573,21822,7403733,4941303,4764228,23194238,120604,154952323,48707067
IMP-007317,AST-07317,BU-0145,69855,84094,15337,3316,8191754,6086665,635628,20859747,50953,169543845,37807387
IMP-007318,AST-07318,BU-0049,9155,11563,4698,19350,61925,29040,230750,395666,3597,1643607,999591
IMP-007319,AST-07319,BU-0132,112386,201103,49103,9812,1281818,949322,3903577,23421173,37896,16223937,34431465
IMP-007320,AST-07320,BU-0099,3740,7278,629,8028,40078,28007,128027,76755,1238,468034,448168
IMP-007321,AST-07321,BU-0077,2290205,2780182,290664,10608,1340834,1047175,50366092,83730765,736771,73640214,203499898
IMP-007322,AST-07322,BU-0045,7242,14199,609,24386,4369,3399,122207,202348,5191,1622120,673708
IMP-007323,AST-07323,BU-0033,75089,91997,19814,6535,86540,55292,851343,10453513,48839,13610787,13674430
IMP-007324,AST-07324,BU-0113,8133,13825,2799,11897,1816744,802104,113401,898544,4010,21986408,3965392
IMP-007325,AST-07325,BU-0104,1957523,2481970,432095,5577,4597143,3611762,45413496,137791625,1062967,163904095,251413401
IMP-007326,AST-07326,BU-0014,8946,11847,2421,11240,844054,454953,99829,1002342,3572,9937040,2687927
IMP-007327,AST-07327,BU-0001,538804,716088,163284,22664,13880529,8502384,11922767,25268459,391467,54866227,76923535
IMP-007328,AST-07328,BU-0006,9890,19345,258,9252,221621,136168,286873,872959,3188,1145977,1982159
IMP-007329,AST-07329,BU-0031,4261,8056,357,17940,196007,150765,78837,997115,3116,6965628,1616425
IMP-007330,AST-07330,BU-0117,33688,64918,4216,11966,811515,281797,894550,9149698,20489,16810495,12699808
IMP-007331,AST-07331,BU-0025,89364,125838,86706,19348,1584485,1222588,1791560,4368341,69137,12710810,12073792
IMP-007332,AST-07332,BU-0101,4155,7827,927,5260,54438,37340,132324,472595,2887,204046,885472
IMP-007333,AST-07333,BU-0001,867342,1625739,287507,17678,1211316,733127,15309005,59674255,406682,94735677,116232946
IMP-007334,AST-07334,BU-0145,193129,328619,180538,5321,2629338,1083644,2870512,11774607,117615,106885916,26425495
IMP-007335,AST-07335,BU-0142,32051,58743,9634,5058,1734405,951426,650634,4838242,14538,99089205,9594173
IMP-007336,AST-07336,BU-0149,3076,3998,914,23293,18243,13154,73371,334362,1802,164418,535996
IMP-007337,AST-07337,BU-0151,387,566,161,12158,10896,6918,7952,51400,204,144580,90911
IMP-007338,AST-07338,BU-0086,20,30,6,20805,61801,20007,470,82893,12,188048,165897
IMP-007339,AST-07339,BU-0118,151597,224228,15843,7756,9541065,5046338,2176951,32138364,54480,56609148,54300033
IMP-007340,AST-07340,BU-0039,870697,1243567,228806,3814,8028271,4034791,21856441,124682281,413398,76081707,188676198
IMP-007341,AST-07341,BU-0046,865,1605,263,15127,143194,44231,13962,218763,563,1499878,458933
IMP-007342,AST-07342,BU-0099,5817,9624,1105,22769,12971,7051,170149,423134,2226,290916,845386
IMP-007343,AST-07343,BU-0065,233315,299319,96577,20709,621305,339257,3302323,17939348,110332,13033942,29482466
IMP-007344,AST-07344,BU-0088,5852,7787,343,11462,67018,53601,68546,233054,4668,180975,609450
IMP-007345,AST-07345,BU-0011,710,1111,173,14779,34202,17233,20420,479092,498,4902808,577784
IMP-007346,AST-07346,BU-0100,1140,1381,766,14031,38549,17486,10384,153586,383,307976,253915
IMP-007347,AST-07347,BU-0144,98619,176955,25280,15831,13080281,4997625,3165039,9658361,57277,167337193,35173506
IMP-007348,AST-07348,BU-0147,1951,2433,284,9188,6133,3410,20025,138282,802,266823,226526
IMP-007349,AST-07349,BU-0084,3536,6333,63,20225,110565,33532,125228,444616,2273,808610,865996
IMP-007350,AST-07350,BU-0051,68084,107696,2022,13640,2202186,1586708,1900301,9095836,49519,11503426,17371757
IMP-007351,AST-07351,BU-0095,511791,916865,6830,10586,929327,684906,15038647,72666130,231432,86997593,111330600
IMP-007352,AST-07352,BU-0103,55271,82899,25161,17410,554825,189439,1521986,4696774,41256,94352006,8977761
IMP-007353,AST-07353,BU-0060,59025,91240,26753,15557,1490299,903786,1537066,3689471,27022,7436217,9837135
IMP-007354,AST-07354,BU-0029,68476,106001,35414,4093,120637,79849,751932,2754865,49596,3517796,6286721
IMP-007355,AST-07355,BU-0137,286644,377462,411522,13868,10522083,8102515,4688568,8828577,186120,81412220,41612353
IMP-007356,AST-07356,BU-0127,33190,40482,272,12547,10762,6300,361297,4255906,12695,4346711,5606105
IMP-007357,AST-07357,BU-0061,50724,65533,22386,9885,582067,314834,713418,8306972,15365,10733582,11512469
IMP-007358,AST-07358,BU-0034,61257,83573,10905,3153,2310794,699508,645806,4856040,47051,8295012,10528805
IMP-007359,AST-07359,BU-0146,739644,1255108,153205,4585,326606,149296,8067657,131492733,255678,132182676,170312089
IMP-007360,AST-07360,BU-0094,1231065,1998075,41557,10640,1214991,826806,31591757,12911103,794917,58457865,94540014
IMP-007361,AST-07361,BU-0091,30431,45360,18739,23433,11014993,8561776,234224,14722172,20001,103879219,35640544
IMP-007362,AST-07362,BU-0134,42971,52062,1633,10725,5199608,1691735,957955,8467090,29767,15740158,17567509
IMP-007363,AST-07363,BU-0053,5261,9914,2914,12858,15426,4927,177912,703694,2568,13451368,1142809
IMP-007364,AST-07364,BU-0139,740497,966491,278348,22679,9748927,5285768,9926372,37467353,255374,43241649,85902552
IMP-007365,AST-07365,BU-0111,204838,406922,2922,8704,848046,342282,4490678,16962450,108921,40070414,32412506
IMP-007366,AST-07366,BU-0005,31540,47702,6014,8933,6179258,2612425,573110,14574178,19308,100919044,25089833
IMP-007367,AST-07367,BU-0123,6421,9357,1007,18267,42342,15161,152656,357257,4229,1645383,792991
IMP-007368,AST-07368,BU-0040,727288,1263048,11196,12819,11239749,4511202,18714351,22643084,572946,109369078,87432734
IMP-007369,AST-07369,BU-0128,1277,1620,190,13658,285668,201766,30003,189390,462,4533206,745897
IMP-007370,AST-07370,BU-0061,44268,60597,5171,20359,559256,266459,853925,7158317,23987,6828845,10297456
IMP-007371,AST-07371,BU-0037,0,0,0,3882,70011,27086,0,863299,0,11059262,960396
IMP-007372,AST-07372,BU-0031,64824,93642,58535,3635,1162056,500357,489976,1830158,33297,5426147,6288490
IMP-007373,AST-07373,BU-0033,74694,93527,14162,17032,1959139,691012,796731,3073838,49887,11614899,8779530
IMP-007374,AST-07374,BU-0138,889127,1401874,383885,12486,2303585,843782,23546050,56273465,529934,30753554,116995743
IMP-007375,AST-07375,BU-0136,14332,19248,1164,23050,383722,125127,302886,2961743,5449,64998361,4236594
IMP-007376,AST-07376,BU-0020,6972,9576,2388,14444,222662,149150,171552,1620526,4337,4479504,2396102
IMP-007377,AST-07377,BU-0033,84179,156535,16655,22360,955068,465656,1173152,5975919,39556,9822657,12343290
IMP-007378,AST-07378,BU-0007,31233,41133,2456,4112,32944,23664,656270,592957,12471,1507918,2295483
IMP-007379,AST-07379,BU-0133,231384,308385,42305,24909,568627,271879,1723509,28278133,100996,44605510,38285693
IMP-007380,AST-07380,BU-0144,406804,668080,195887,7849,5530379,1729023,3355790,101336159,245977,118741392,128181158
IMP-007381,AST-07381,BU-0054,3621,6328,385,24950,471145,201077,77306,651504,1475,12819948,1553289
IMP-007382,AST-07382,BU-0005,701759,1253247,116370,15314,1993541,1262043,21703354,62085111,267647,32123568,117238347
IMP-007383,AST-07383,BU-0100,5224,8475,7287,12184,79339,54653,43974,192222,2414,395481,580875
IMP-007384,AST-07384,BU-0011,68676,132113,8128,10243,194205,84325,1540953,720260,51259,8571286,5718583
IMP-007385,AST-07385,BU-0137,12740,17926,114,18959,540998,365781,168571,6904982,10034,83001596,8410670
IMP-007386,AST-07386,BU-0073,105898,159015,7697,12232,260438,197489,1315574,2193143,41377,8035967,7790701
IMP-007387,AST-07387,BU-0095,1092743,2155721,119817,16075,18537699,12338750,42330256,53047542,826867,95893401,178111368
IMP-007388,AST-07388,BU-0090,763537,1228691,21119,21634,5595276,2549918,22823491,64548610,386463,41888951,125026998
IMP-007389,AST-07389,BU-0009,1119,1710,25,7684,79718,43798,28660,180514,440,1309807,373755
IMP-007390,AST-07390,BU-0019,93167,152695,43972,5772,436161,182850,1395247,5840006,67762,11796308,11562916
IMP-007391,AST-07391,BU-0069,98149,154031,13866,3705,2741894,1794333,2824065,10730537,61219,4981411,21801439
IMP-007392,AST-07392,BU-0088,610,818,187,21177,99764,39028,10595,130188,392,564152,299394
IMP-007393,AST-07393,BU-0139,0,0,0,20469,1671637,651609,0,5780948,0,83404473,8104194
IMP-007394,AST-07394,BU-0042,430227,657695,161511,20273,16074547,10045826,6015737,10116312,329363,75559676,58198613
IMP-007395,AST-07395,BU-0075,120104,212438,50098,7508,1067980,729533,1148992,10557743,72949,18386399,18652858
IMP-007396,AST-07396,BU-0111,141579,206372,74637,10266,1628602,1060290,1286431,14923701,111936,22833381,23926589
IMP-007397,AST-07397,BU-0106,1819345,2771583,1462295,8286,1450420,950285,21544469,194106372,583684,90814262,286031833
IMP-007398,AST-07398,BU-0091,44263,85333,2489,22615,604025,369646,1635774,14242939,27718,68701742,18902865
IMP-007399,AST-07399,BU-0008,3644,6742,1267,3463,358972,270914,111510,121556,2509,2417719,1026027
IMP-007400,AST-07400,BU-0028,1917,2502,342,19401,342460,170819,43764,265221,1003,9885526,882654
IMP-007401,AST-07401,BU-0048,13118,17116,4945,3327,247637,86678,223098,389183,5894,1657462,1362325
IMP-007402,AST-07402,BU-0126,29105,55150,1772,23212,497970,205687,1000921,2707638,11175,6638338,5737588
IMP-007403,AST-07403,BU-0036,1186,2014,337,20539,980890,723210,19670,2269571,395,4071295,4042014
IMP-007404,AST-07404,BU-0084,935,1510,262,16710,81799,51677,8829,63430,504,572490,242237
IMP-007405,AST-07405,BU-0101,2814,3405,517,19730,20029,13045,32265,172547,1816,351100,320123
IMP-007406,AST-07406,BU-0103,621801,819659,323105,19059,4458534,1816216,7017954,25747104,441826,43843990,59034729
IMP-007407,AST-07407,BU-0004,346937,679023,121269,13685,4093170,1348301,4807030,61745757,208706,73084436,88412079
IMP-007408,AST-07408,BU-0127,28935,48438,6366,7572,847349,630420,649180,5827108,18636,3826413,9122935
IMP-007409,AST-07409,BU-0146,1499833,2613363,492253,18488,3667057,2128789,32221599,122196040,781504,157129116,223426450
