risk_id,organization_id,business_unit_id,asset_id,vulnerability_id,threat_id,likelihood_score,impact_score,inherent_risk,control_effectiveness,residual_risk,incident_probability,single_loss_expectancy,annual_rate_of_occurrence,expected_annual_loss,value_at_risk,financial_exposure,risk_reduction_potential,current_security_spend,recommended_security_spend,risk_score
RISK-035063,ORG-015,BU-0092,AST-09672,VULN-010928,THREAT-03934,2.9,9.0,2.61,0.69,0.81,0.1933,18637191,0.383,7138044,22947311,14022237,0.3,1197080,1232992,0.78
RISK-035064,ORG-019,BU-0120,AST-05574,VULN-027935,THREAT-03649,5.5,9.4,5.17,0.21,4.08,0.3667,7068433,0.917,6481753,15617037,11166864,0.48,585509,613613,3.68
RISK-035065,ORG-021,BU-0127,AST-09316,VULN-007307,THREAT-00316,1.7,8.8,1.5,0.8,0.3,0.1133,1527984,0.066,100847,329430,199676,0.08,226294,228104,0.29
RISK-035066,ORG-002,BU-0007,AST-04200,VULN-024041,THREAT-02352,2.4,10,2.4,0.72,0.67,0.16,770508,0.263,202644,384586,318020,0.38,193927,201296,0.67
RISK-035067,ORG-019,BU-0117,AST-07219,VULN-005748,THREAT-03971,0.5,4.5,0.23,0.35,0.15,0.0333,1448354,0.076,110075,303469,201116,0.03,368338,369443,0.15
RISK-035068,ORG-011,BU-0065,AST-01644,VULN-008020,THREAT-03747,5.2,10,5.2,0.36,3.33,0.3467,940860,0.423,397984,1135106,738516,0.66,302233,322180,3.22
RISK-035069,ORG-024,BU-0145,AST-07334,VULN-002671,THREAT-02494,6.0,5.3,3.18,0.73,0.86,0.4,12179010,0.483,5882462,18849747,11537386,0.49,197143,206803,0.88
RISK-035070,ORG-022,BU-0132,AST-00953,VULN-028885,THREAT-02403,2.5,9.1,2.27,0.48,1.18,0.1667,11414413,0.372,4246162,13593041,8324074,0.37,1277028,1324278,1.08
RISK-035071,ORG-023,BU-0136,AST-05349,VULN-010808,THREAT-00058,5.0,8.6,4.3,0.45,2.37,0.3333,16053424,0.483,7753804,24548378,15118317,0.42,464083,483574,2.57
RISK-035072,ORG-013,BU-0078,AST-03477,VULN-015976,THREAT-04201,2.3,5.4,1.24,0.28,0.89,0.1533,7769707,0.174,1351929,3609212,2434693,0.14,250821,254332,0.88
RISK-035073,ORG-008,BU-0043,AST-08302,VULN-018408,THREAT-01658,6.7,8.5,5.7,0.69,1.77,0.4467,330448,1.184,391250,718809,606893,0.96,148494,162749,1.72
RISK-035074,ORG-007,BU-0042,AST-00106,VULN-010895,THREAT-01092,4.2,5.1,2.14,0.49,1.09,0.28,2003666,0.177,354649,674684,557054,0.23,176797,180863,1.09
RISK-035075,ORG-013,BU-0079,AST-09562,VULN-009429,THREAT-03098,3.0,10,3.0,0.81,0.57,0.2,24430345,0.303,7402395,23347996,14406794,0.19,599903,611301,0.58
RISK-035076,ORG-021,BU-0125,AST-02079,VULN-018933,THREAT-02775,5.8,5.4,3.13,0.48,1.63,0.3867,237785,0.615,146238,481204,290599,0.42,261648,272637,1.51
RISK-035077,ORG-022,BU-0135,AST-08656,VULN-010845,THREAT-02220,3.9,10,3.9,0.36,2.5,0.26,14242495,0.544,7747917,18613323,13331914,0.5,348356,365774,2.66
RISK-035078,ORG-009,BU-0051,AST-01620,VULN-007295,THREAT-00568,0.7,3.1,0.22,0.48,0.11,0.0467,104047,0.139,14463,30583,23638,0.03,467997,469401,0.1
RISK-035079,ORG-016,BU-0102,AST-03062,VULN-015511,THREAT-01727,2.9,10,2.9,0.2,2.32,0.1933,120136,0.102,12254,27343,20457,0.36,31224,32348,2.17
RISK-035080,ORG-017,BU-0109,AST-06715,VULN-006303,THREAT-04004,6.0,10,6.0,0.4,3.6,0.4,40487021,1.101,44576210,70794309,65814503,0.72,395766,424261,3.25
RISK-035081,ORG-005,BU-0030,AST-07909,VULN-025836,THREAT-01804,7.3,5.3,3.87,0.26,2.86,0.4867,393281,0.954,375190,1100971,705481,0.54,89432,94261,3.05
RISK-035082,ORG-019,BU-0119,AST-06679,VULN-028143,THREAT-02410,4.0,8.7,3.48,0.59,1.43,0.2667,10421366,0.73,7607597,17738907,12929269,0.53,1491319,1570359,1.37
RISK-035083,ORG-010,BU-0057,AST-03153,VULN-013217,THREAT-01149,4.6,9.8,4.51,0.7,1.35,0.3067,1700620,0.293,498282,1337777,899615,0.29,293773,302292,1.45
RISK-035084,ORG-012,BU-0072,AST-04871,VULN-003198,THREAT-01314,4.3,3.3,1.42,0.84,0.23,0.2867,1153182,0.196,226024,757703,453335,0.09,441993,445971,0.25
RISK-035085,ORG-005,BU-0030,AST-00854,VULN-004406,THREAT-02471,3.2,8.6,2.75,0.34,1.81,0.2133,2397000,0.457,1095429,2221577,1761902,0.32,156612,161624,1.67
RISK-035086,ORG-019,BU-0116,AST-07438,VULN-000919,THREAT-01069,3.6,4.4,1.58,0.63,0.58,0.24,1168983,0.661,772698,1961591,1361175,0.13,666114,674773,0.55
RISK-035087,ORG-025,BU-0149,AST-02135,VULN-005308,THREAT-02586,5.4,8.0,4.32,0.2,3.46,0.36,52182,0.268,13985,26413,21909,0.24,81257,83207,3.39
RISK-035088,ORG-018,BU-0112,AST-03214,VULN-004906,THREAT-01088,4.5,8.9,4.01,0.23,3.09,0.3,6353409,0.375,2382528,4216158,3647375,0.5,1266836,1330178,3.2
RISK-035089,ORG-017,BU-0109,AST-05709,VULN-017749,THREAT-00235,4.7,10,4.7,0.54,2.16,0.3133,25283497,0.83,20985303,33793079,31123227,0.58,445992,471860,2.27
RISK-035090,ORG-017,BU-0108,AST-02174,VULN-000244,THREAT-03804,1.8,8.2,1.48,0.67,0.49,0.12,16024176,0.124,1986998,6590948,3964282,0.17,1361628,1384776,0.47
RISK-035091,ORG-021,BU-0125,AST-08032,VULN-006107,THREAT-03547,6.6,4.9,3.23,0.44,1.81,0.44,191962,1.121,215189,587326,391387,0.56,228824,241638,1.81
RISK-035092,ORG-004,BU-0024,AST-05103,VULN-012986,THREAT-03262,4.4,10,4.4,0.68,1.41,0.2933,1538593,0.296,455424,943115,738358,0.55,254255,268239,1.48
RISK-035093,ORG-005,BU-0030,AST-04848,VULN-011510,THREAT-03547,4.4,9.0,3.96,0.84,0.63,0.2933,2251289,0.224,504289,867356,764496,0.34,341682,353299,0.63
RISK-035094,ORG-024,BU-0140,AST-02217,VULN-023501,THREAT-04284,0.7,9.2,0.64,0.59,0.26,0.0467,45850636,0.13,5960583,10040532,8972743,0.06,785741,790455,0.26
RISK-035095,ORG-023,BU-0138,AST-04977,VULN-023591,THREAT-01637,3.8,3.2,1.22,0.33,0.82,0.2533,3902418,0.324,1264383,2458614,2001967,0.16,847092,860645,0.85
RISK-035096,ORG-025,BU-0147,AST-06108,VULN-016266,THREAT-04637,2.3,10,2.3,0.37,1.45,0.1533,78237,0.334,26131,90374,53243,0.22,17652,18040,1.33
RISK-035097,ORG-007,BU-0041,AST-03104,VULN-003122,THREAT-03086,0.1,9.0,0.09,0.78,0.02,0.0067,18470046,0.017,313991,611023,497298,0.01,648398,649046,0.02
RISK-035098,ORG-010,BU-0058,AST-09778,VULN-007434,THREAT-03117,2.2,2.8,0.62,0.23,0.48,0.1467,152592,0.184,28077,62053,46693,0.07,252850,254620,0.44
RISK-035099,ORG-006,BU-0037,AST-06662,VULN-015008,THREAT-02777,2.7,4.9,1.32,0.69,0.41,0.18,154376,0.182,28096,86382,54011,0.14,249061,252548,0.43
RISK-035100,ORG-021,BU-0128,AST-04194,VULN-009700,THREAT-02387,4.4,8.3,3.65,0.66,1.24,0.2933,1266378,0.697,882665,2968313,1773159,0.55,455112,480143,1.14
RISK-035101,ORG-021,BU-0126,AST-02841,VULN-019244,THREAT-02333,6.2,10,6.2,0.74,1.61,0.4133,1144729,0.559,639904,1553987,1106100,0.75,94901,102019,1.46
RISK-035102,ORG-006,BU-0035,AST-06379,VULN-018783,THREAT-02034,3.6,10,3.6,0.58,1.51,0.24,841699,0.432,363614,1247867,737974,0.52,469768,494196,1.39
RISK-035103,ORG-015,BU-0092,AST-09672,VULN-001340,THREAT-01177,4.4,8.4,3.7,0.39,2.26,0.2933,16417922,0.705,11574635,36077300,22397825,0.4,1085298,1128710,2.17
RISK-035104,ORG-024,BU-0146,AST-09195,VULN-012048,THREAT-04442,2.6,3.1,0.81,0.42,0.47,0.1733,8599160,0.481,4136196,8916879,6811260,0.13,1457608,1476557,0.43
RISK-035105,ORG-008,BU-0050,AST-08779,VULN-016929,THREAT-02336,1.9,10,1.9,0.29,1.35,0.1267,636671,0.188,119694,293537,207755,0.15,72942,74036,1.28
RISK-035106,ORG-019,BU-0116,AST-03284,VULN-015397,THREAT-00037,2.3,5.3,1.22,0.51,0.6,0.1533,486477,0.161,78323,148979,123017,0.16,204368,207638,0.61
RISK-035107,ORG-012,BU-0074,AST-03167,VULN-005317,THREAT-00251,4.5,10,4.5,0.56,1.98,0.3,1780002,0.742,1320761,4559666,2688661,0.78,131920,142210,2.14
RISK-035108,ORG-003,BU-0013,AST-00648,VULN-027013,THREAT-04299,0.5,8.5,0.42,0.22,0.33,0.0333,747001,0.022,16434,56641,33426,0.05,231222,232378,0.33
RISK-035109,ORG-003,BU-0015,AST-05883,VULN-002231,THREAT-03031,5.4,10,5.4,0.54,2.48,0.36,1861762,0.866,1612286,3966805,2802328,0.82,443754,480142,2.42
RISK-035110,ORG-025,BU-0149,AST-06163,VULN-017952,THREAT-01777,1.4,2.7,0.38,0.33,0.25,0.0933,2438,0.103,251,447,385,0.03,49703,49852,0.25
RISK-035111,ORG-019,BU-0118,AST-03885,VULN-004222,THREAT-00864,5.4,5.3,2.86,0.34,1.89,0.36,5637122,1.039,5856970,19601233,11737340,0.34,945075,977208,1.76
RISK-035112,ORG-003,BU-0016,AST-09199,VULN-014388,THREAT-01637,8.8,10,8.8,0.26,6.51,0.5867,1086353,0.844,916882,2764578,1746255,0.74,87553,94032,7.05
RISK-035113,ORG-022,BU-0132,AST-02659,VULN-011518,THREAT-01577,3.9,9.5,3.7,0.2,2.96,0.26,8724335,0.565,4929249,7603197,7210208,0.43,628788,655826,2.95
RISK-035114,ORG-011,BU-0063,AST-04001,VULN-014435,THREAT-02734,1.3,9.7,1.26,0.66,0.43,0.0867,4304292,0.179,770468,1605617,1252153,0.15,300387,304893,0.39
RISK-035115,ORG-010,BU-0059,AST-05597,VULN-017706,THREAT-02540,3.5,9.1,3.18,0.74,0.83,0.2333,1923007,0.127,244222,389260,361000,0.35,238995,247360,0.8
RISK-035116,ORG-012,BU-0069,AST-09686,VULN-012824,THREAT-01019,2.7,8.3,2.24,0.54,1.03,0.18,2153396,0.265,570650,1418539,996212,0.36,92729,96067,1.11
RISK-035117,ORG-005,BU-0029,AST-05283,VULN-020862,THREAT-00420,3.9,10,3.9,0.78,0.86,0.26,1559039,0.133,207352,350282,312437,0.4,378109,393233,0.92
RISK-035118,ORG-009,BU-0055,AST-02377,VULN-020344,THREAT-02992,3.1,10,3.1,0.55,1.39,0.2067,1240663,0.373,462767,776027,695575,0.53,174996,184271,1.33
RISK-035119,ORG-016,BU-0101,AST-00083,VULN-011363,THREAT-04563,2.5,3.0,0.75,0.41,0.44,0.1667,4018,0.423,1700,2576,2473,0.09,126093,127228,0.46
RISK-035120,ORG-023,BU-0139,AST-01926,VULN-019113,THREAT-03470,5.2,6.0,3.12,0.37,1.97,0.3467,4224941,0.898,3793997,7292769,5981828,0.26,802753,823625,1.91
RISK-035121,ORG-018,BU-0112,AST-07696,VULN-002324,THREAT-03728,3.4,6.1,2.07,0.61,0.81,0.2267,1550880,0.469,727363,1753064,1253282,0.23,1183866,1211095,0.75
RISK-035122,ORG-017,BU-0108,AST-04383,VULN-010176,THREAT-03800,2.4,4.6,1.1,0.49,0.56,0.16,6904913,0.092,635252,1170926,986530,0.16,563664,572683,0.57
RISK-035123,ORG-001,BU-0005,AST-02990,VULN-018253,THREAT-01078,6.2,8.7,5.39,0.36,3.45,0.4133,21932308,0.293,6426166,12959547,10314030,0.38,442132,458933,3.54
RISK-035124,ORG-015,BU-0090,AST-05073,VULN-001100,THREAT-01169,2.4,5.0,1.2,0.3,0.84,0.16,2515029,0.116,291743,867073,551865,0.13,1288959,1305715,0.82
RISK-035125,ORG-014,BU-0084,AST-05440,VULN-003197,THREAT-03586,3.9,8.6,3.35,0.7,1.01,0.26,182384,0.271,49426,146181,93280,0.43,133216,138944,1.09
RISK-035126,ORG-025,BU-0152,AST-06415,VULN-023907,THREAT-03128,0.1,10,0.1,0.57,0.04,0.0067,124463,0.012,1494,4812,2938,0.01,116654,116771,0.04
RISK-035127,ORG-010,BU-0060,AST-00728,VULN-006974,THREAT-03651,2.7,9.0,2.43,0.61,0.95,0.18,1291941,0.291,375955,886057,641772,0.22,371649,379825,1.03
RISK-035128,ORG-005,BU-0030,AST-06396,VULN-006659,THREAT-01731,3.5,7.2,2.52,0.3,1.76,0.2333,520240,0.652,339196,772582,570971,0.35,289995,300145,1.58
RISK-035129,ORG-011,BU-0063,AST-00961,VULN-017530,THREAT-03808,2.8,10,2.8,0.55,1.26,0.1867,3107110,0.402,1249058,2789083,2085783,0.42,216340,225426,1.18
RISK-035130,ORG-019,BU-0120,AST-05430,VULN-001847,THREAT-01325,4.9,3.5,1.72,0.55,0.77,0.3267,1783095,0.406,723937,1613977,1208130,0.18,1499254,1526241,0.7
RISK-035131,ORG-019,BU-0116,AST-07486,VULN-004053,THREAT-01351,5.4,5.1,2.75,0.45,1.51,0.36,1453343,0.295,428736,1386285,844622,0.54,1454819,1533379,1.52
RISK-035132,ORG-016,BU-0099,AST-02665,VULN-013567,THREAT-04342,4.1,9.5,3.89,0.54,1.79,0.2733,19777,0.698,13804,42597,26583,0.42,38025,39622,1.78
RISK-035133,ORG-019,BU-0117,AST-02703,VULN-027210,THREAT-04274,2.6,8.7,2.26,0.44,1.27,0.1733,8510412,0.178,1514853,4273101,2796783,0.32,435465,449400,1.36
RISK-035134,ORG-015,BU-0096,AST-05182,VULN-029653,THREAT-02570,1.1,10,1.1,0.54,0.51,0.0733,41555275,0.117,4861967,9758567,7789537,0.13,1448615,1467447,0.49
RISK-035135,ORG-025,BU-0147,AST-04352,VULN-009407,THREAT-04440,4.9,10,4.9,0.55,2.21,0.3267,70450,0.558,39311,129275,78094,0.7,75531,80818,2.41
RISK-035136,ORG-013,BU-0079,AST-03494,VULN-001902,THREAT-03381,1.3,8.5,1.1,0.66,0.37,0.0867,19066977,0.193,3679927,12286866,7365987,0.15,1106874,1123477,0.39
RISK-035137,ORG-016,BU-0101,AST-09517,VULN-028333,THREAT-01505,4.8,10,4.8,0.73,1.3,0.32,91544,0.646,59137,174911,111610,0.51,126427,132875,1.26
RISK-035138,ORG-007,BU-0042,AST-07114,VULN-006689,THREAT-04662,2.1,4.7,0.99,0.32,0.67,0.14,5185271,0.088,456304,1462814,895148,0.08,589828,594547,0.64
RISK-035139,ORG-011,BU-0065,AST-04712,VULN-019124,THREAT-03458,2.8,10,2.8,0.53,1.32,0.1867,2267424,0.126,285695,584217,460960,0.51,91330,95988,1.34
RISK-035140,ORG-009,BU-0055,AST-04153,VULN-019235,THREAT-00440,0.3,10,0.3,0.4,0.18,0.02,2816895,0.017,47887,125455,85524,0.02,162809,163135,0.2
RISK-035141,ORG-017,BU-0110,AST-00453,VULN-008554,THREAT-04146,6.8,10,6.8,0.47,3.6,0.4533,21793342,0.831,18110267,52840717,33962482,0.96,565054,619299,3.92
RISK-035142,ORG-017,BU-0104,AST-09499,VULN-022309,THREAT-00015,3.1,10,3.1,0.64,1.12,0.2067,38492805,0.595,22903219,34731676,33322722,0.54,410555,432725,1.17
RISK-035143,ORG-020,BU-0123,AST-02090,VULN-006450,THREAT-03325,2.1,6.6,1.39,0.28,1.0,0.14,93367,0.106,9897,26573,17869,0.21,109760,112065,0.91
RISK-035144,ORG-004,BU-0018,AST-07223,VULN-009987,THREAT-02299,4.9,9.5,4.66,0.5,2.33,0.3267,3382096,0.637,2154395,5100604,3684576,0.63,184870,196517,2.55
RISK-035145,ORG-014,BU-0085,AST-01933,VULN-011609,THREAT-03737,2.8,8.9,2.49,0.79,0.52,0.1867,179324,0.322,57742,157496,104991,0.25,33388,34223,0.52
RISK-035146,ORG-019,BU-0117,AST-04361,VULN-012960,THREAT-02939,1.4,8.7,1.22,0.47,0.65,0.0933,9338040,0.064,597635,1198048,957049,0.1,354406,357950,0.62
RISK-035147,ORG-005,BU-0029,AST-02906,VULN-000451,THREAT-01432,4.5,10,4.5,0.79,0.94,0.3,2446302,0.505,1235383,3746978,2359476,0.54,186342,196404,1.03
RISK-035148,ORG-011,BU-0066,AST-06352,VULN-024214,THREAT-00474,4.0,5.2,2.08,0.81,0.4,0.2667,509718,0.247,125900,282600,210680,0.25,201613,206653,0.4
RISK-035149,ORG-007,BU-0040,AST-03313,VULN-025707,THREAT-00922,1.8,7.8,1.4,0.84,0.22,0.12,5005502,0.119,595655,1923835,1172806,0.12,1279168,1294518,0.23
RISK-035150,ORG-017,BU-0106,AST-07397,VULN-006212,THREAT-00810,2.0,10,2.0,0.83,0.34,0.1333,49186416,0.37,18198974,52091291,33826361,0.1,372784,376512,0.37
RISK-035151,ORG-019,BU-0118,AST-00723,VULN-026522,THREAT-03830,3.5,9.8,3.43,0.53,1.61,0.2333,10734496,0.289,3102269,7439060,5333987,0.29,1284702,1321958,1.51
RISK-035152,ORG-002,BU-0006,AST-03002,VULN-006004,THREAT-03349,0.1,9.0,0.09,0.73,0.02,0.0067,455399,0.01,4554,15411,9177,0.01,261132,261393,0.02
RISK-035153,ORG-017,BU-0108,AST-07814,VULN-025710,THREAT-02000,1.5,9.3,1.4,0.69,0.43,0.1,37011670,0.264,9771081,30871571,19032552,0.15,191097,193963,0.46
RISK-035154,ORG-018,BU-0113,AST-09719,VULN-007239,THREAT-00385,2.7,5.4,1.46,0.83,0.25,0.18,1018216,0.32,325829,893609,593912,0.08,1133805,1142875,0.23
RISK-035155,ORG-023,BU-0137,AST-06066,VULN-024110,THREAT-00578,4.3,5.1,2.19,0.3,1.53,0.2867,2868682,0.214,613898,2131103,1253229,0.23,383983,392815,1.51
RISK-035156,ORG-006,BU-0036,AST-08319,VULN-007998,THREAT-04053,3.8,10,3.8,0.58,1.6,0.2533,3108441,0.456,1417449,3493447,2465483,0.64,63584,67653,1.66
RISK-035157,ORG-011,BU-0063,AST-00310,VULN-006162,THREAT-02807,6.7,8.6,5.76,0.8,1.15,0.4467,2782079,0.945,2629065,4288352,3915571,0.72,87044,93311,1.09
RISK-035158,ORG-014,BU-0085,AST-04095,VULN-021728,THREAT-03656,6.3,9.6,6.05,0.28,4.36,0.42,85111,0.691,58812,108654,91408,0.47,78234,81911,4.35
RISK-035159,ORG-021,BU-0125,AST-08391,VULN-023851,THREAT-00074,3.6,4.4,1.58,0.77,0.36,0.24,33302,0.183,6094,9591,8971,0.1,486422,491286,0.33
RISK-035160,ORG-015,BU-0094,AST-06921,VULN-029358,THREAT-02534,2.8,9.0,2.52,0.35,1.64,0.1867,40067475,0.425,17028677,42846121,29882513,0.44,215300,224773,1.72
RISK-035161,ORG-006,BU-0037,AST-02790,VULN-023978,THREAT-03723,3.8,10,3.8,0.28,2.74,0.2533,1299111,0.458,594993,1840376,1147106,0.41,206661,215134,2.65
RISK-035162,ORG-005,BU-0027,AST-01202,VULN-026229,THREAT-02854,4.0,9.1,3.64,0.45,2.0,0.2667,2186134,0.634,1386009,4489492,2732857,0.54,434394,457851,1.91
RISK-035163,ORG-023,BU-0136,AST-01275,VULN-016509,THREAT-04214,3.0,10,3.0,0.2,2.4,0.2,26740915,0.252,6738711,17101594,11869189,0.17,635392,646194,2.35
RISK-035164,ORG-019,BU-0118,AST-03994,VULN-011833,THREAT-04602,4.3,9.3,4.0,0.59,1.64,0.2867,15534197,0.416,6462226,18361979,11970820,0.49,1150881,1207274,1.68
RISK-035165,ORG-023,BU-0137,AST-09879,VULN-007064,THREAT-01998,2.4,8.5,2.04,0.49,1.04,0.16,4677971,0.113,528611,1542737,991432,0.26,1449705,1487397,1.1
RISK-035166,ORG-025,BU-0148,AST-09542,VULN-025008,THREAT-00803,1.2,4.0,0.48,0.38,0.3,0.08,1798,0.203,365,687,571,0.04,35300,35441,0.31
RISK-035167,ORG-004,BU-0020,AST-02811,VULN-022422,THREAT-03510,2.4,9.4,2.26,0.55,1.02,0.16,2597576,0.472,1226056,2478222,1969523,0.17,320538,325987,1.02
RISK-035168,ORG-007,BU-0042,AST-07114,VULN-007561,THREAT-01033,2.5,4.7,1.18,0.44,0.66,0.1667,2638303,0.415,1094896,2528017,1853301,0.12,1084264,1097275,0.68
RISK-035169,ORG-011,BU-0062,AST-06289,VULN-026399,THREAT-04279,3.9,10,3.9,0.23,3.0,0.26,936383,0.579,542166,1704070,1053387,0.49,459204,481705,2.76
RISK-035170,ORG-007,BU-0042,AST-03024,VULN-021032,THREAT-03058,4.4,8.5,3.74,0.54,1.72,0.2933,17016259,0.412,7010699,14358217,11318164,0.47,506465,530269,1.72
RISK-035171,ORG-021,BU-0127,AST-04881,VULN-022253,THREAT-04529,2.3,10,2.3,0.54,1.06,0.1533,785864,0.14,110021,212700,173831,0.19,219666,223840,1.02
RISK-035172,ORG-017,BU-0110,AST-01718,VULN-009198,THREAT-02275,2.5,10,2.5,0.42,1.45,0.1667,21261040,0.251,5336521,12438126,9067959,0.29,987387,1016021,1.35
RISK-035173,ORG-009,BU-0051,AST-06666,VULN-019020,THREAT-01244,2.7,5.0,1.35,0.59,0.55,0.18,320344,0.476,152484,446590,286461,0.22,358835,366729,0.6
RISK-035174,ORG-005,BU-0030,AST-08528,VULN-021563,THREAT-01603,5.1,5.5,2.8,0.54,1.29,0.34,968448,0.387,374789,788812,611433,0.28,313229,321999,1.27
RISK-035175,ORG-008,BU-0044,AST-03891,VULN-019344,THREAT-01601,4.0,8.4,3.36,0.53,1.58,0.2667,177889,0.276,49097,139941,91079,0.31,36274,37398,1.69
RISK-035176,ORG-021,BU-0128,AST-07685,VULN-024347,THREAT-04497,0.4,10,0.4,0.31,0.28,0.0267,2203101,0.056,123374,430754,252600,0.05,342219,343930,0.29
RISK-035177,ORG-019,BU-0120,AST-05119,VULN-009922,THREAT-02462,1.7,5.8,0.99,0.81,0.19,0.1133,2058616,0.173,356141,654973,552633,0.06,381658,383948,0.18
RISK-035178,ORG-023,BU-0139,AST-03173,VULN-018699,THREAT-01942,3.2,8.3,2.66,0.28,1.92,0.2133,5946386,0.19,1129813,2242644,1802606,0.16,835488,848856,1.95
RISK-035179,ORG-010,BU-0058,AST-01706,VULN-007291,THREAT-00168,1.9,8.6,1.63,0.63,0.6,0.1267,2203046,0.139,306223,869466,567063,0.22,53059,54226,0.62
RISK-035180,ORG-002,BU-0007,AST-09052,VULN-009961,THREAT-03403,2.9,10,2.9,0.37,1.83,0.1933,344320,0.154,53025,99496,82874,0.35,152230,157558,1.92
RISK-035181,ORG-011,BU-0067,AST-04437,VULN-024594,THREAT-02420,4.5,4.9,2.21,0.29,1.57,0.3,25039,0.851,21308,32199,30968,0.27,218988,224901,1.58
RISK-035182,ORG-016,BU-0101,AST-03934,VULN-011533,THREAT-03628,2.0,3.2,0.64,0.51,0.31,0.1333,13378,0.316,4227,9204,6988,0.1,16290,16453,0.3
RISK-035183,ORG-009,BU-0052,AST-05562,VULN-007290,THREAT-03227,4.6,8.1,3.73,0.32,2.54,0.3067,1075619,0.538,578683,1861315,1137078,0.62,259071,275133,2.75
RISK-035184,ORG-010,BU-0060,AST-06821,VULN-023452,THREAT-02835,2.0,3.1,0.62,0.23,0.48,0.1333,199299,0.136,27105,79265,50884,0.06,485463,488376,0.48
RISK-035185,ORG-020,BU-0123,AST-07367,VULN-006326,THREAT-03075,3.0,8.6,2.58,0.63,0.95,0.2,252330,0.288,72671,144490,116018,0.23,90799,92887,0.91
RISK-035186,ORG-004,BU-0020,AST-07042,VULN-021980,THREAT-00842,4.0,10,4.0,0.36,2.56,0.2667,4943517,0.25,1235879,2208991,1898576,0.55,56494,59601,2.35
RISK-035187,ORG-004,BU-0020,AST-05708,VULN-011248,THREAT-02494,4.5,9.2,4.14,0.42,2.4,0.3,1765279,0.342,603725,1013179,907679,0.48,394485,413420,2.25
RISK-035188,ORG-010,BU-0057,AST-01868,VULN-023594,THREAT-02327,5.5,8.1,4.46,0.57,1.92,0.3667,1468954,0.295,433341,1030326,742439,0.7,443388,474425,1.73
RISK-035189,ORG-001,BU-0003,AST-04869,VULN-023424,THREAT-01036,4.0,9.1,3.64,0.51,1.78,0.2667,9659644,0.773,7466905,16194991,12325402,0.3,313098,322491,1.93
RISK-035190,ORG-010,BU-0057,AST-05491,VULN-011338,THREAT-01397,4.2,2.6,1.09,0.66,0.37,0.28,106681,0.467,49820,108801,82460,0.1,74821,75569,0.4
RISK-035191,ORG-002,BU-0008,AST-01974,VULN-018519,THREAT-04326,1.8,2.7,0.49,0.36,0.31,0.12,73448,0.246,18068,29544,26931,0.05,359752,361551,0.32
RISK-035192,ORG-020,BU-0121,AST-08743,VULN-027463,THREAT-03258,2.4,8.6,2.06,0.38,1.28,0.16,325127,0.277,90060,193688,148166,0.18,139249,141755,1.18
RISK-035193,ORG-023,BU-0139,AST-06738,VULN-009989,THREAT-04263,1.9,9.5,1.81,0.48,0.94,0.1267,31331857,0.064,2005239,6128747,3843863,0.35,470248,486707,0.97
RISK-035194,ORG-010,BU-0059,AST-06892,VULN-012466,THREAT-02956,2.3,5.1,1.17,0.58,0.49,0.1533,324291,0.405,131338,395535,249998,0.14,475642,482301,0.5
RISK-035195,ORG-002,BU-0007,AST-02578,VULN-001037,THREAT-03343,4.3,10,4.3,0.54,1.98,0.2867,976574,0.555,541999,1130391,881116,0.47,431546,451829,2.09
RISK-035196,ORG-001,BU-0002,AST-09023,VULN-015810,THREAT-04109,1.7,10,1.7,0.77,0.39,0.1133,34924656,0.171,5972116,18343715,11475230,0.16,719777,731293,0.36
RISK-035197,ORG-022,BU-0135,AST-05347,VULN-001665,THREAT-03441,3.1,2.9,0.9,0.45,0.5,0.2067,731694,0.529,387066,757893,614434,0.18,625703,636966,0.45
RISK-035198,ORG-011,BU-0064,AST-07526,VULN-018088,THREAT-01130,5.7,8.2,4.67,0.3,3.27,0.38,566489,0.836,473585,1632405,963306,0.68,378902,404667,3.53
RISK-035199,ORG-019,BU-0118,AST-08130,VULN-005982,THREAT-00235,2.4,3.1,0.74,0.3,0.52,0.16,1273618,0.174,221610,404557,342977,0.05,666387,669719,0.49
RISK-035200,ORG-021,BU-0128,AST-07369,VULN-003713,THREAT-00395,1.3,2.9,0.38,0.46,0.21,0.0867,113880,0.144,16399,32073,26021,0.07,424987,427962,0.22
RISK-035201,ORG-025,BU-0151,AST-09059,VULN-025451,THREAT-03716,3.1,3.0,0.93,0.24,0.71,0.2067,11358,0.21,2385,5485,4030,0.1,58424,59008,0.78
RISK-035202,ORG-011,BU-0068,AST-00883,VULN-027221,THREAT-03910,6.1,5.2,3.17,0.4,1.9,0.4067,416621,0.554,230808,675799,433548,0.58,201689,213387,1.91
RISK-035203,ORG-023,BU-0137,AST-09255,VULN-015712,THREAT-04238,4.0,8.5,3.4,0.81,0.65,0.2667,15934437,0.321,5114954,13032739,9024776,0.23,276204,282557,0.7
RISK-035204,ORG-007,BU-0041,AST-03800,VULN-029491,THREAT-01621,5.0,5.1,2.55,0.56,1.12,0.3333,6735406,0.521,3509147,7490559,5756315,0.22,1032887,1055611,1.1
RISK-035205,ORG-013,BU-0081,AST-01341,VULN-025548,THREAT-04116,3.1,9.3,2.88,0.4,1.73,0.2067,19397054,0.4,7758822,22580749,14533047,0.38,294264,305446,1.63
